"crossdefense_direction","crossdefense_helped","crossdefense_phase","crossdefense_defense","crossdefense_time","crossdefense_successfail","defense0Position","startDefense","allianceColor","defense5Position","matchNumber","defense1Position","withBall","defense4Position","defense3Position","scouterName","defense2Position","teamNumber","scouterNotes","Shoot_goal","Shoot_location","Shoot_timestamp","Shoot_phase","Shoot_goalHeight","Shoot_defender","Shoot_scoremiss","loadBall_location","loadBall_phase","loadBall_floorair","loadBall_successfail","dropball_location","dropball_fumbleeject","challenge_phase","challenge_successfail","Defend_goal","Defend_phase","Defend_blockscore","challenge_partOfBatter","Reach_phase","Reach_defense","climb_partOfBatter","climb_phase","climb_successfail"
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","98","LowBar","true","SallyPort","Moat","Sean","Portcullis","22","",,,,,,,,,,,,,,,,,,,,,,"center","teleop","success"
"cross","false","teleop","5",2600,"success","SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!","Right","batter",1456889772000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2600,"success","SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","true","teleop","5",3000,"success","SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!","Right","batter",1456889774000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",3000,"fail","SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2600,"success","SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!","Right","outerworks",1456889774000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2800,"success","SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2800,"fail","SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!","Right","outerworks",1456889774000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2500,"success","SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2100,"success","SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","Moat","blue","RoughTerrain","54","LowBar","true","SallyPort","Moat","Sean","Cheval","23","These are notes!",,,,,,,,,,,,,,"teleop","success",,,,"right",,,,,
"cross","false","teleop","1",1500,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1300,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1100,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1900,"fail","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",2500,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2700,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",2800,"fail","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2600,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",2400,"fail","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2500,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",2900,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2400,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",3700,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",3600,"fail","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",3600,"fail","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",3700,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",3300,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",3900,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","2",4100,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1200,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","2",4800,"success","SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","130","LowBar","true","Drawbridge","Ramparts","Sean","Portcullis","24","",,,,,,,,,,,,,,,,,,,,,,"left","teleop","success"
"cross","false","teleop","1",2000,"success","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",2000,"success","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1500,"success","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1400,"success","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",2300,"success","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2400,"success","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",3500,"fail","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",3900,"fail","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",3800,"success","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",3500,"fail","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","2",10800,"success","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1300,"success","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",2000,"success","SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","LowBar","blue","RoughTerrain","78","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","24","",,,,,,,,,,,,,,,,,,,,,,"center","teleop","success"
"cross","false","teleop","1",1900,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1900,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","1",1800,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","1",1900,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",2800,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2800,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","true","teleop","3",3100,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",5200,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",3800,"fail","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",3700,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","3",5800,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","3",4900,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","true","teleop","4",7600,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2900,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","4",9900,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"back","false","teleop","5",2900,"success","SpyBot","LowBar","blue","RockWall","75","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","25","",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",2200,"fail","SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,"enemycourtyard","eject",,,,,,,,,,,
"back","false","teleop","5",2900,"success","SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,"enemycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2800,"fail","SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!","Right","outerworks",1456890004000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",3500,"success","SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2700,"fail","SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!","Right","batter",1456890004000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",3900,"success","SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2500,"success","SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!","Right","courtyard",1456890004000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2400,"success","SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2200,"fail","SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!","Right","courtyard",1456890004000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","5",3600,"fail","SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2600,"success","SpyBot","RoughTerrain","blue","RoughTerrain","118","LowBar","true","SallyPort","Ramparts","Sean","Portcullis","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
"cross","false","teleop","5",3400,"fail","SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","","Right","courtyard",1456890103000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2500,"success","SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",2300,"success","SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","","Right","batter",1456890105000,"teleop","High","false","score",,,,,,,,,,,,,,,,,
"back","false","teleop","5",2800,"success","SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,"neutralzone","fumble",,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","3",4000,"success","SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,"enemycourtyard","fumble",,,,,,,,,,,
"back","false","teleop","3",3700,"success","SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,"friendlycourtyard","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","2",4700,"success","SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","","Left","batter",1456890105000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",3700,"success","SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","4",6800,"success","SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","","Center","courtyard",1456890105000,"teleop","High","false","miss",,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","146","LowBar","true","Drawbridge","Moat","Sean","Cheval","26","",,,,,,,,,,,,,,"teleop","fail",,,,,,,,,
"cross","false","teleop","5",2400,"success","SpyBot","RoughTerrain","blue","RoughTerrain","20","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","20","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","26","These are notes!","Right","batter",1456889654000,"teleop","High","true","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",3100,"fail","SpyBot","RoughTerrain","blue","RoughTerrain","20","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","20","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","26","These are notes!",,,,,,,,"neutralzone","teleop","floor","success",,,,,,,,,,,,,
"cross","false","teleop","5",3900,"fail","SpyBot","RoughTerrain","blue","RoughTerrain","20","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","20","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","26","These are notes!","Right","outerworks",1456889656000,"teleop","High","true","miss",,,,,,,,,,,,,,,,,
"back","false","teleop","5",3500,"fail","SpyBot","RoughTerrain","blue","RoughTerrain","20","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","26","These are notes!",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"SpyBot","RoughTerrain","blue","RoughTerrain","20","LowBar","true","Drawbridge","Ramparts","Sean","Cheval","26","These are notes!",,,,,,,,"enemycourtyard","teleop","floor","success",,,,,,,,,,,,,
